BADGE,RECOMMENDED_TRANSFORMER,CONSENSUS_TIER,IN_V1,IN_V1_HIGH_CONF,IN_V2,IN_V2_HIGH_CONF,RECOMMENDATION_TYPE,BADGE_ADDRESS,BADGE_CITY,BADGE_FEEDERID,CURRENT_TX_FEEDERID,RECOMMENDED_TX_FEEDERID,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,V1_CLUSTER_SIZE,V1_MAPPED_PEERS,V1_CONFIDENCE_GAP,V1_MAJORITY_SHARE,V1_PEER_STABILITY,V1_RECOMMENDATION_STABILITY,V2_CLUSTER_SIZE,V2_MAPPED_PEERS,V2_CONFIDENCE_GAP,V2_MAJORITY_SHARE,V2_PEER_STABILITY,V2_RECOMMENDATION_STABILITY
1110521,16995,both_seen,True,False,True,False,same_feeder_ambiguous,1960 S CHELTON RD APT H140,COLO SPGS,13KE-62,13KE-62,13KE-62,33.0,48.1,7,7,0.1429,0.5714,0.815,0.667,7,7,0.1429,0.5714,1.0,1.0
1111068,14719,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 371,COLO SPGS,12CL-13,12CL-13,12CL-13,66.9,5.1,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1111080,14719,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 370,COLO SPGS,12CL-13,12CL-13,12CL-13,52.4,20.0,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1111316,14787,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 149,COLO SPGS,12CL-13,12CL-13,12CL-13,69.2,60.4,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1111317,14787,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 8,COLO SPGS,12CL-13,12CL-13,12CL-13,96.8,36.6,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1111372,14651,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 13,COLO SPGS,12CL-13,12CL-13,12CL-13,38.8,124.7,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1111374,14651,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 14,COLO SPGS,12CL-13,12CL-13,12CL-13,24.2,109.7,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1111375,14651,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 15,COLO SPGS,12CL-13,12CL-13,12CL-13,10.0,95.7,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1113773,25828,both_seen,True,False,True,False,same_feeder_ambiguous,"1026 LUTHERAN WAY, CLUB HOUSE",COLO SPGS,13PV-3,13PV-3,13PV-3,32.4,32.2,7,7,0.1429,0.5714,0.889,0.889,7,7,0.1429,0.5714,1.0,1.0
1113789,25828,both_seen,True,False,True,False,same_feeder_ambiguous,1028 LUTHERAN WAY,COLO SPGS,13PV-3,13PV-3,13PV-3,23.8,23.9,7,7,0.1429,0.5714,0.981,1.0,7,7,0.1429,0.5714,1.0,1.0
1113791,25828,both_seen,True,False,True,False,same_feeder_ambiguous,1030 LUTHERAN WAY,COLO SPGS,13PV-3,13PV-3,13PV-3,17.0,31.4,7,7,0.1429,0.5714,0.981,1.0,7,7,0.1429,0.5714,1.0,1.0
1113852,17033,both_seen,True,False,True,False,same_feeder_ambiguous,1960 S CHELTON RD APT G133,COLO SPGS,13KE-62,13KE-62,13KE-62,20.6,36.3,7,7,0.1429,0.5714,0.926,1.0,7,7,0.1429,0.5714,1.0,1.0
1113854,16995,both_seen,True,False,True,False,same_feeder_ambiguous,1960 S CHELTON RD APT C108,COLO SPGS,13KE-62,13KE-62,13KE-62,11.3,35.2,7,7,0.1429,0.5714,0.444,0.444,7,7,0.1429,0.5714,1.0,1.0
1115069,13110,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1115070,13110,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1115071,13110,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1116161,12919,both_seen,True,False,True,False,same_feeder_ambiguous,2930 BIG FOOT CT,COLO SPGS,12PR-2,12PR-2,12PR-2,35.6,57.1,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1116162,12919,both_seen,True,False,True,False,same_feeder_ambiguous,2940 BIG FOOT CT,COLO SPGS,12PR-2,12PR-2,12PR-2,56.3,55.0,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1122662,24997,both_seen,True,False,True,False,same_feeder_ambiguous,3405 SINTON RD LOT 194,COLO SPGS,13HL-1,13HL-1,13HL-1,26.0,15.3,7,7,0.1429,0.4286,1.0,1.0,7,7,0.1429,0.4286,1.0,1.0
1122677,24997,both_seen,True,False,True,False,same_feeder_ambiguous,3405 SINTON RD LOT 193,COLO SPGS,13HL-1,13HL-1,13HL-1,14.0,28.2,7,7,0.1429,0.4286,1.0,1.0,7,7,0.1429,0.4286,1.0,1.0
1125829,20017,both_seen,True,False,True,False,cross_feeder_likely_gis_error,3100 WOOD AVE LOT H13,COLO SPGS,13NP-2,13NP-2,12FT-3,26.0,189.6,7,7,0.1429,0.4286,0.981,0.889,7,7,0.1429,0.4286,1.0,1.0
1125830,20017,both_seen,True,False,True,False,cross_feeder_likely_gis_error,3100 WOOD AVE LOT H11,COLO SPGS,13NP-2,13NP-2,12FT-3,29.3,172.2,7,7,0.1429,0.4286,0.981,0.889,7,7,0.1429,0.4286,1.0,1.0
1125831,20017,both_seen,True,False,True,False,cross_feeder_likely_gis_error,3100 WOOD AVE LOT H14,COLO SPGS,13NP-2,13NP-2,12FT-3,29.6,197.8,7,7,0.1429,0.4286,0.981,0.889,7,7,0.1429,0.4286,1.0,1.0
1125832,20017,both_seen,True,False,True,False,cross_feeder_likely_gis_error,3100 WOOD AVE LOT H12,COLO SPGS,13NP-2,13NP-2,12FT-3,35.5,180.4,7,7,0.1429,0.4286,0.981,0.889,7,7,0.1429,0.4286,1.0,1.0
1126305,2166,both_seen,True,False,True,False,same_feeder_ambiguous,1516 CULEBRA AVE,COLO SPGS,12FT-2,12FT-2,12FT-2,56.2,131.3,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,0.556,0.333
1126306,2166,both_seen,True,False,True,False,same_feeder_ambiguous,1520 CULEBRA AVE,COLO SPGS,12FT-2,12FT-2,12FT-2,28.0,112.7,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,0.556,0.333
1126307,2166,both_seen,True,False,True,False,same_feeder_ambiguous,1506 CULEBRA AVE,COLO SPGS,12FT-2,12FT-2,12FT-2,85.9,163.0,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,0.556,0.333
1127767,4936,both_seen,True,False,True,False,same_feeder_ambiguous,2015 W CHEYENNE RD,COLO SPGS,13BR-3,13BR-3,13BR-3,57.9,47.0,7,7,0.1429,0.5714,0.963,0.889,7,7,0.1429,0.5714,1.0,1.0
1128776,105910,both_seen,True,False,True,False,same_feeder_ambiguous,4130 FITZPATRICK DR,COLO SPGS,13RI-11,13RI-11,13RI-11,42.8,129.2,14,14,0.1429,0.5714,0.944,0.667,14,14,0.1429,0.5714,1.0,1.0
1130783,4378,both_seen,True,False,True,False,same_feeder_ambiguous,"2526 ARLINGTON DR, CELL SITE",COLO SPGS,13HK-1,13HK-1,13HK-1,62.8,69.7,7,7,0.1429,0.5714,0.778,0.667,7,7,0.1429,0.5714,1.0,1.0
1132159,284167,both_seen,True,False,True,False,same_feeder_ambiguous,4186 DOUGLASS WAY,COLO SPGS,12AS-12,12AS-12,12AS-12,74.4,298.0,14,14,0.1429,0.2857,0.872,0.889,14,14,0.1429,0.2857,1.0,1.0
1133232,284167,both_seen,True,False,True,False,same_feeder_ambiguous,4187 DOUGLASS WAY,COLO SPGS,12AS-12,12AS-12,12AS-12,38.5,296.7,14,14,0.1429,0.2857,0.94,0.889,14,14,0.1429,0.2857,1.0,1.0
1133233,284167,both_seen,True,False,True,False,same_feeder_ambiguous,4183 DOUGLASS WAY,COLO SPGS,12AS-12,12AS-12,12AS-12,64.9,257.3,14,14,0.1429,0.2857,0.94,0.889,14,14,0.1429,0.2857,1.0,1.0
1133359,22157,both_seen,True,False,True,False,same_feeder_ambiguous,"2518 RESEARCH PKWY, CELLSITE",COLO SPGS,12KC-11,12KC-11,12KC-11,160.5,131.9,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1133385,4378,both_seen,True,False,True,False,same_feeder_ambiguous,"2528 ARLINGTON DR, CELL SITE",COLO SPGS,13HK-1,13HK-1,13HK-1,58.7,66.1,7,7,0.1429,0.5714,0.778,0.667,7,7,0.1429,0.5714,1.0,1.0
1133552,22157,both_seen,True,False,True,False,same_feeder_ambiguous,"2535 RESEARCH PKWY, PHONE EQUIP",COLO SPGS,12KC-11,12KC-11,12KC-11,9.5,244.7,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1133563,284167,both_seen,True,False,True,False,same_feeder_ambiguous,4181 DOUGLASS WAY,COLO SPGS,12AS-12,12AS-12,12AS-12,39.0,196.4,14,14,0.1429,0.2857,0.94,0.889,14,14,0.1429,0.2857,1.0,1.0
1138563,14787,both_seen,True,False,True,False,same_feeder_ambiguous,1095 WESTERN DR LOT 148,COLO SPGS,12CL-13,12CL-13,12CL-13,84.0,45.2,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1138678,19069,both_seen,True,False,True,False,same_feeder_ambiguous,4320 ERICSON DR APT 1,COLO SPGS,13SR-2,13SR-2,13SR-2,29.8,50.0,7,7,0.1429,0.5714,0.889,0.889,7,7,0.1429,0.5714,1.0,1.0
1144610,3505,both_seen,True,False,True,False,same_feeder_ambiguous,3636 GARLAND CT,COLO SPGS,12AR-1,12AR-1,12AR-1,31.8,68.8,7,7,0.1429,0.5714,0.833,0.667,7,7,0.1429,0.5714,1.0,1.0
1148662,3505,both_seen,True,False,True,False,same_feeder_ambiguous,3639 E PIKES PEAK AVE,COLO SPGS,12AR-1,12AR-1,12AR-1,42.9,67.8,7,7,0.1429,0.5714,0.833,0.667,7,7,0.1429,0.5714,1.0,1.0
1148664,3505,both_seen,True,False,True,False,same_feeder_ambiguous,3637 E PIKES PEAK AVE,COLO SPGS,12AR-1,12AR-1,12AR-1,29.6,86.9,7,7,0.1429,0.5714,0.833,0.667,7,7,0.1429,0.5714,1.0,1.0
1148822,105910,both_seen,True,False,True,False,same_feeder_ambiguous,702 POTTER DR,COLO SPGS,13RI-11,13RI-11,13RI-11,47.8,149.5,14,14,0.1429,0.5714,0.944,0.667,14,14,0.1429,0.5714,1.0,1.0
1148874,105910,both_seen,True,False,True,False,same_feeder_ambiguous,704 POTTER DR,COLO SPGS,13RI-11,13RI-11,13RI-11,29.4,131.6,14,14,0.1429,0.5714,0.944,0.667,14,14,0.1429,0.5714,1.0,1.0
1150130,3642,both_seen,True,False,True,False,same_feeder_ambiguous,2818 GREENWOOD CIR,COLO SPGS,12AR-1,12AR-1,12AR-1,70.0,43.7,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1150194,3642,both_seen,True,False,True,False,same_feeder_ambiguous,2822 GREENWOOD CIR,COLO SPGS,12AR-1,12AR-1,12AR-1,89.9,29.7,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1150271,105910,both_seen,True,False,True,False,same_feeder_ambiguous,4128 FITZPATRICK DR,COLO SPGS,13RI-11,13RI-11,13RI-11,29.3,106.8,14,14,0.1429,0.5714,0.944,0.667,14,14,0.1429,0.5714,1.0,1.0
1150273,105910,both_seen,True,False,True,False,same_feeder_ambiguous,4126 FITZPATRICK DR,COLO SPGS,13RI-11,13RI-11,13RI-11,28.1,84.6,14,14,0.1429,0.5714,0.944,0.667,14,14,0.1429,0.5714,1.0,1.0
1155927,12919,both_seen,True,False,True,False,same_feeder_ambiguous,2935 BIG FOOT CT,COLO SPGS,12PR-2,12PR-2,12PR-2,61.6,37.3,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1163463,11300,both_seen,True,False,True,False,same_feeder_ambiguous,"4260 MORNING SUN AVE, HSEMTR",COLO SPGS,12CD-1,12CD-1,12CD-1,39.7,58.0,7,7,0.1429,0.2857,0.944,1.0,7,7,0.1429,0.2857,1.0,1.0
1166134,19069,both_seen,True,False,True,False,same_feeder_ambiguous,4320 ERICSON DR APT 3,COLO SPGS,13SR-2,13SR-2,13SR-2,30.6,50.5,7,7,0.1429,0.5714,0.963,0.889,7,7,0.1429,0.5714,1.0,1.0
1166135,19069,both_seen,True,False,True,False,same_feeder_ambiguous,4320 ERICSON DR APT 2,COLO SPGS,13SR-2,13SR-2,13SR-2,29.5,49.8,7,7,0.1429,0.5714,0.963,0.889,7,7,0.1429,0.5714,1.0,1.0
1169116,15056,both_seen,True,False,True,False,same_feeder_ambiguous,519 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,26.3,46.5,7,7,0.1429,0.5714,1.0,0.556,7,7,0.1429,0.5714,1.0,1.0
1169118,26024,both_seen,True,False,True,False,same_feeder_ambiguous,524 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,10.9,37.1,7,7,0.1429,0.5714,0.889,0.444,7,7,0.1429,0.5714,1.0,1.0
1169119,26024,both_seen,True,False,True,False,same_feeder_ambiguous,520 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,17.1,39.4,7,7,0.1429,0.5714,0.963,0.444,7,7,0.1429,0.5714,1.0,1.0
1169132,15056,both_seen,True,False,True,False,same_feeder_ambiguous,515 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,23.8,45.5,7,7,0.1429,0.5714,1.0,0.556,7,7,0.1429,0.5714,1.0,1.0
1169153,4172,both_seen,True,False,True,False,same_feeder_ambiguous,1405 S WAHSATCH AVE,COLO SPGS,12SP-35,12SP-35,12SP-35,30.9,29.2,7,7,0.1429,0.5714,0.981,0.889,7,7,0.1429,0.5714,1.0,1.0
1171404,24997,both_seen,True,False,True,False,same_feeder_ambiguous,3405 SINTON RD LOT 205,COLO SPGS,13HL-1,13HL-1,13HL-1,36.9,51.5,7,7,0.1429,0.4286,1.0,1.0,7,7,0.1429,0.4286,1.0,1.0
1171405,24997,both_seen,True,False,True,False,same_feeder_ambiguous,3405 SINTON RD LOT 206,COLO SPGS,13HL-1,13HL-1,13HL-1,37.3,44.4,7,7,0.1429,0.4286,1.0,1.0,7,7,0.1429,0.4286,1.0,1.0
1179460,1494,both_seen,True,False,True,False,same_feeder_ambiguous,1126 CHAMBERS DR,COLO SPGS,13FV-1,13FV-1,13FV-1,57.8,106.6,7,7,0.1429,0.5714,0.944,0.889,7,7,0.1429,0.5714,1.0,1.0
1179461,1494,both_seen,True,False,True,False,same_feeder_ambiguous,1130 CHAMBERS DR,COLO SPGS,13FV-1,13FV-1,13FV-1,68.2,86.0,7,7,0.1429,0.5714,0.944,0.889,7,7,0.1429,0.5714,1.0,1.0
1179462,1494,both_seen,True,False,True,False,same_feeder_ambiguous,"1126 CHAMBERS DR, GARAGE",COLO SPGS,13FV-1,13FV-1,13FV-1,55.0,110.8,7,7,0.1429,0.5714,0.944,0.889,7,7,0.1429,0.5714,1.0,1.0
1184580,18719,both_seen,True,False,True,False,same_feeder_ambiguous,3975 WAKEFIELD DR,COLO SPGS,12JL-2,12JL-2,12JL-2,44.8,116.4,7,7,0.1429,0.5714,0.667,0.667,7,7,0.1429,0.5714,1.0,1.0
1184581,18719,both_seen,True,False,True,False,same_feeder_ambiguous,3965 WAKEFIELD DR,COLO SPGS,12JL-2,12JL-2,12JL-2,67.0,75.2,7,7,0.1429,0.5714,0.685,0.667,7,7,0.1429,0.5714,1.0,1.0
1185026,18719,both_seen,True,False,True,False,same_feeder_ambiguous,3960 WAKEFIELD DR,COLO SPGS,12JL-2,12JL-2,12JL-2,18.1,125.1,7,7,0.1429,0.5714,0.685,0.667,7,7,0.1429,0.5714,1.0,1.0
1185619,157757,both_seen,True,False,True,False,same_feeder_ambiguous,415 STONE COTTAGE GRV,COLO SPGS,12JL-2,12JL-2,12JL-2,34.8,95.4,14,14,0.1429,0.3571,0.889,0.889,14,14,0.1429,0.3571,0.795,1.0
1186336,26437,both_seen,True,False,True,False,cross_feeder_likely_gis_error,225 E BROOKSIDE ST APT 16,COLO SPGS,12SP-35,12SP-35,13S-15,39.9,682.0,7,7,0.1429,0.2857,0.593,0.556,7,7,0.1429,0.2857,0.333,0.333
1188320,157757,both_seen,True,False,True,False,same_feeder_ambiguous,443 STONE COTTAGE GRV,COLO SPGS,12JL-2,12JL-2,12JL-2,37.0,57.7,14,14,0.1429,0.3571,0.889,0.889,14,14,0.1429,0.3571,0.795,1.0
1188321,157757,both_seen,True,False,True,False,same_feeder_ambiguous,429 STONE COTTAGE GRV,COLO SPGS,12JL-2,12JL-2,12JL-2,25.9,87.5,14,14,0.1429,0.3571,0.889,0.889,14,14,0.1429,0.3571,0.795,1.0
1188431,26437,both_seen,True,False,True,False,cross_feeder_likely_gis_error,231 E BROOKSIDE ST,COLO SPGS,12SP-35,12SP-35,13S-15,17.4,697.3,7,7,0.1429,0.2857,0.593,0.556,7,7,0.1429,0.2857,0.889,1.0
1190082,26007,both_seen,True,False,True,False,same_feeder_ambiguous,587 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,13.1,71.0,7,7,0.1429,0.5714,0.926,1.0,7,7,0.1429,0.5714,1.0,1.0
1190083,26007,both_seen,True,False,True,False,same_feeder_ambiguous,591 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,26.3,75.9,7,7,0.1429,0.5714,0.926,1.0,7,7,0.1429,0.5714,1.0,1.0
1190084,26007,both_seen,True,False,True,False,same_feeder_ambiguous,589 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,23.4,74.8,7,7,0.1429,0.5714,0.926,1.0,7,7,0.1429,0.5714,1.0,1.0
1190109,15056,both_seen,True,False,True,False,same_feeder_ambiguous,517 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,29.2,47.8,7,7,0.1429,0.5714,1.0,0.556,7,7,0.1429,0.5714,1.0,1.0
1190123,26024,both_seen,True,False,True,False,same_feeder_ambiguous,522 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,23.2,42.6,7,7,0.1429,0.5714,0.963,0.444,7,7,0.1429,0.5714,1.0,1.0
1190350,4172,both_seen,True,False,True,False,same_feeder_ambiguous,"410 E BROOKSIDE ST, GARAGE",COLO SPGS,12SP-35,12SP-35,12SP-35,7.6,52.6,7,7,0.1429,0.5714,0.981,0.889,7,7,0.1429,0.5714,1.0,1.0
1190352,4172,both_seen,True,False,True,False,same_feeder_ambiguous,418 E BROOKSIDE ST APT E,COLO SPGS,12SP-35,12SP-35,12SP-35,18.0,74.8,7,7,0.1429,0.5714,0.981,0.889,7,7,0.1429,0.5714,1.0,1.0
1195451,284167,both_seen,True,False,True,False,same_feeder_ambiguous,4188 DOUGLASS WAY,COLO SPGS,12AS-12,12AS-12,12AS-12,49.7,45.4,14,14,0.1429,0.2857,0.94,0.889,14,14,0.1429,0.2857,1.0,1.0
1195559,284167,both_seen,True,False,True,False,same_feeder_ambiguous,4171 DOUGLASS WAY,COLO SPGS,12AS-12,12AS-12,12AS-12,31.2,91.2,14,14,0.1429,0.2857,0.94,0.889,14,14,0.1429,0.2857,1.0,1.0
1196779,10849,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1196781,10849,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1196942,10849,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1197970,19883,both_seen,True,False,True,False,same_feeder_ambiguous,5103 ALTA LOMA RD,COLO SPGS,12AP-4,12AP-4,12AP-4,69.2,75.9,7,7,0.1429,0.5714,0.852,0.556,7,7,0.1429,0.5714,1.0,1.0
1197971,19883,both_seen,True,False,True,False,same_feeder_ambiguous,5015 ALTA LOMA RD,COLO SPGS,12AP-4,12AP-4,12AP-4,99.4,50.8,7,7,0.1429,0.5714,0.852,0.556,7,7,0.1429,0.5714,1.0,1.0
1198378,654,both_seen,True,False,True,False,same_feeder_ambiguous,"4705 GARNET DR, LIGHTS",COLO SPGS,12AP-4,12AP-4,12AP-4,73.6,157.6,7,7,0.1429,0.5714,0.704,0.556,7,7,0.1429,0.5714,1.0,1.0
1200013,24801,both_seen,True,False,True,False,same_feeder_ambiguous,4477 N CAREFREE CIR BLDG 7,COLO SPGS,13RI-9,13RI-9,13RI-9,7.2,49.0,7,7,0.1429,0.2857,0.937,1.0,7,7,0.1429,0.2857,1.0,1.0
1200321,12787,both_seen,True,False,True,False,same_feeder_ambiguous,3707 PARKMOOR VILLAGE DR STE 103,COLO SPGS,13RI-3,13RI-3,13RI-3,12.5,38.0,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1200398,274565,both_seen,True,False,True,False,cross_feeder_likely_gis_error,"3688 PARKMOOR VILLAGE DR, LNDRY D",COLO SPGS,13RI-3,13RI-3,13RI-2,10.6,143.0,7,7,0.1429,0.2857,0.87,0.333,7,7,0.1429,0.2857,1.0,1.0
1201069,24801,both_seen,True,False,True,False,same_feeder_ambiguous,4503 PICTURESQUE CIR BLDG 11,COLO SPGS,13RI-9,13RI-9,13RI-9,14.4,59.8,7,7,0.1429,0.2857,0.841,0.889,7,7,0.1429,0.2857,1.0,1.0
1201790,24801,both_seen,True,False,True,False,same_feeder_ambiguous,4501 N CAREFREE CIR BLDG 9,COLO SPGS,13RI-9,13RI-9,13RI-9,14.4,40.8,7,7,0.1429,0.2857,0.937,1.0,7,7,0.1429,0.2857,1.0,1.0
1201791,24801,both_seen,True,False,True,False,same_feeder_ambiguous,4519 PICTURESQUE CIR BLDG 12,COLO SPGS,13RI-9,13RI-9,13RI-9,20.1,20.5,7,7,0.1429,0.2857,0.857,0.889,7,7,0.1429,0.2857,1.0,1.0
1201831,24801,both_seen,True,False,True,False,same_feeder_ambiguous,4533 PICTURESQUE CIR BLDG 13,COLO SPGS,13RI-9,13RI-9,13RI-9,22.1,44.7,7,7,0.1429,0.2857,0.937,1.0,7,7,0.1429,0.2857,1.0,1.0
1201880,654,both_seen,True,False,True,False,same_feeder_ambiguous,4707 GARNET DR,COLO SPGS,12AP-4,12AP-4,12AP-4,67.4,137.1,7,7,0.1429,0.5714,0.704,0.556,7,7,0.1429,0.5714,1.0,1.0
1202098,18095,both_seen,True,False,True,False,same_feeder_ambiguous,1613 COURTYARD HTS,COLO SPGS,12BY-32,12BY-32,12BY-32,54.8,85.2,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1208297,19987,both_seen,True,False,True,False,same_feeder_ambiguous,3604 WINDSOR AVE,COLO SPGS,12C-2,12C-2,12C-2,16.2,117.2,7,7,0.1429,0.5714,0.889,0.889,7,7,0.1429,0.5714,1.0,1.0
1208343,19987,both_seen,True,False,True,False,same_feeder_ambiguous,3603 LEEDS LN,COLO SPGS,12C-2,12C-2,12C-2,25.9,132.4,7,7,0.1429,0.5714,0.907,0.889,7,7,0.1429,0.5714,1.0,1.0
1208362,19987,both_seen,True,False,True,False,same_feeder_ambiguous,3605 LEEDS LN,COLO SPGS,12C-2,12C-2,12C-2,23.0,113.2,7,7,0.1429,0.5714,0.907,0.889,7,7,0.1429,0.5714,1.0,1.0
1209855,12787,both_seen,True,False,True,False,same_feeder_ambiguous,"3709 PARKMOOR VILLAGE DR STE 105, FRONT",COLO SPGS,13RI-3,13RI-3,13RI-3,11.8,47.9,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1215683,22157,both_seen,True,False,True,False,same_feeder_ambiguous,"2585 RESEARCH PKWY, TRF SG",COLO SPGS,12KC-11,12KC-11,12KC-11,104.5,190.6,7,7,0.1429,0.5714,1.0,1.0,7,7,0.1429,0.5714,1.0,1.0
1216238,24389,both_seen,True,False,True,False,same_feeder_ambiguous,3713 PEARL DR,COLO SPGS,13RI-4,13RI-4,13RI-4,22.7,94.8,7,7,0.1429,0.5714,1.0,0.889,7,7,0.1429,0.5714,1.0,1.0
1216361,654,both_seen,True,False,True,False,same_feeder_ambiguous,4697 COBALT DR,COLO SPGS,12AP-4,12AP-4,12AP-4,38.0,89.0,7,7,0.1429,0.5714,0.704,0.556,7,7,0.1429,0.5714,1.0,1.0
1216619,24389,both_seen,True,False,True,False,same_feeder_ambiguous,4547 DEL VERDE DR,COLO SPGS,13RI-4,13RI-4,13RI-4,43.3,99.9,7,7,0.1429,0.5714,1.0,0.889,7,7,0.1429,0.5714,1.0,1.0
1216984,24389,both_seen,True,False,True,False,same_feeder_ambiguous,4553 DEL VERDE DR,COLO SPGS,13RI-4,13RI-4,13RI-4,33.9,108.9,7,7,0.1429,0.5714,1.0,0.889,7,7,0.1429,0.5714,1.0,1.0
1218124,12050,both_seen,True,False,True,False,same_feeder_ambiguous,3685 ABBEY HTS,COLO SPGS,13RI-9,13RI-9,13RI-9,33.5,35.7,7,7,0.1429,0.5714,0.963,0.778,7,7,0.1429,0.5714,1.0,1.0
1218125,12050,both_seen,True,False,True,False,same_feeder_ambiguous,3675 ABBEY HTS,COLO SPGS,13RI-9,13RI-9,13RI-9,25.2,30.5,7,7,0.1429,0.5714,0.963,0.778,7,7,0.1429,0.5714,1.0,1.0
1218126,12050,both_seen,True,False,True,False,same_feeder_ambiguous,"3673 ABBEY HTS, SPKG",COLO SPGS,13RI-9,13RI-9,13RI-9,13.2,30.5,7,7,0.1429,0.5714,0.963,0.778,7,7,0.1429,0.5714,1.0,1.0
1219660,4298,both_seen,True,False,True,False,same_feeder_ambiguous,1707 S WAHSATCH AVE,COLO SPGS,12SP-35,12SP-35,12SP-35,25.8,155.9,7,7,0.1429,0.5714,0.981,0.778,7,7,0.1429,0.5714,1.0,1.0
1219662,4298,both_seen,True,False,True,False,same_feeder_ambiguous,1703 S WAHSATCH AVE,COLO SPGS,12SP-35,12SP-35,12SP-35,23.9,136.1,7,7,0.1429,0.5714,0.981,0.778,7,7,0.1429,0.5714,1.0,1.0
1219663,4298,both_seen,True,False,True,False,same_feeder_ambiguous,1701 S WAHSATCH AVE,COLO SPGS,12SP-35,12SP-35,12SP-35,30.8,121.5,7,7,0.1429,0.5714,0.889,0.667,7,7,0.1429,0.5714,1.0,1.0
1220332,18453,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1220333,18453,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
1220339,18453,both_seen,True,False,True,False,,,,,,,,,7,7,0.1429,0.5714,,,7,7,0.1429,0.5714,1.0,1.0
