BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,CLUSTER_SIZE,MAPPED_PEERS,CURRENT_VOTES,MAJORITY_VOTES,MAJORITY_SHARE,CONFIDENCE_GAP,PEER_STABILITY,PEERS_CONSIDERED,TIMES_RECOMMENDED,BADGE_N_RUNS,RECOMMENDATION_STABILITY,BADGE_ADDRESS,BADGE_CITY,GIS_BADGE_LAT,GIS_BADGE_LON,BADGE_FEEDERID,BADGE_POINT_X,BADGE_POINT_Y,MODEL_BADGE_LAT,MODEL_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M,LATLON_DISCREPANCY,CURRENT_TX_STRUCTNO,CURRENT_TX_FEEDERID,CURRENT_TX_SUBTYPE,CURRENT_TX_VAULTCD,CURRENT_TX_LAT,CURRENT_TX_LON,CURRENT_TX_KVA,RECOMMENDED_TX_STRUCTNO,RECOMMENDED_TX_FEEDERID,RECOMMENDED_TX_SUBTYPE,RECOMMENDED_TX_VAULTCD,RECOMMENDED_TX_LAT,RECOMMENDED_TX_LON,RECOMMENDED_TX_KVA,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,RECOMMENDATION_TYPE
1297926,7652,7573,55437,6,6,1,4,0.6667,0.5,1.0,5,5,5,1.0,7018 OAK VALLEY DR,COLO SPGS,38.934248850000003,-104.859789809999995,12OV-2,-104.859789809999995,38.934248850000003,38.934312,-104.859713,9.7,False,PD584,12OV-2,UG Transformer Bank,ROH-58,38.933771880000002,-104.859493839999999,25.000000000000000,PD581,12OV-2,UG Transformer Bank,ROH-59,38.934696070000001,-104.859503399999994,25.000000000000000,58.9,55.6,same_feeder_ambiguous
1297569,7502,7573,55437,6,6,1,4,0.6667,0.5,1.0,5,5,5,1.0,"7060 OAK VALLEY DR, CV",COLO SPGS,38.935244279999999,-104.859763779999994,12OV-2,-104.859763779999994,38.935244279999999,38.935244,-104.859764,0.0,False,PD540,12OV-2,UG Transformer Bank,ROH-62,38.935483130000001,-104.860346829999997,25.000000000000000,PD581,12OV-2,UG Transformer Bank,ROH-59,38.934696070000001,-104.859503399999994,25.000000000000000,57.0,65.0,same_feeder_ambiguous
1308147,7971,22943,56950,6,6,1,4,0.6667,0.5,1.0,5,5,5,1.0,480 W ROCKRIMMON BLVD APT A,COLO SPGS,38.930102720000001,-104.834332660000001,12WN-22,-104.834332660000001,38.930102720000001,38.930283,-104.834091,29.0,False,UG1750,12WN-22,UG Transformer Bank,ARF-20,38.929992990000002,-104.834275300000002,25.000000000000000,UG1751,12WN-22,UG Transformer Bank,ARF-14,38.930346640000003,-104.833965219999996,25.000000000000000,13.2,41.8,same_feeder_ambiguous
1304351,7995,22943,56950,6,6,1,4,0.6667,0.5,1.0,5,5,5,1.0,"252 W ROCKRIMMON BLVD, SPKG",COLO SPGS,38.929477519999999,-104.832620640000002,12WN-22,-104.832620640000002,38.929477519999999,38.929607,-104.832606,14.5,False,PD994,12WN-22,UG Transformer Bank,ARF-30,38.929685360000001,-104.832566330000006,75.000000000000000,UG1751,12WN-22,UG Transformer Bank,ARF-14,38.930346640000003,-104.833965219999996,25.000000000000000,23.6,151.2,same_feeder_ambiguous
1000893,83807,5465,216,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,620 PINE OAKS LN,COLO SPGS,38.718892080000003,-104.836652079999993,12JL-1,-104.836652079999993,38.718892080000003,38.719098,-104.836988,37.1,False,OH40435,12JL-1,OH Transformer Bank,,38.719889670000001,-104.833572989999993,15.000000000000000,OH40438,12JL-1,OH Transformer Bank,,38.719703150000001,-104.835172670000006,25.000000000000000,289.2,156.9,same_feeder_ambiguous
1006651,30364,24109,228,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"6307 BLAZING STAR DR, SPKG",COLO SPGS,38.903857790000004,-104.704667279999995,12ST-4,-104.704667279999995,38.903857790000004,38.903899,-104.704667,4.6,False,PD2881,12ST-4,UG Transformer Bank,RSHR-93,38.905870350000001,-104.704254820000003,25.000000000000000,PD2873,12ST-4,UG Transformer Bank,RSHR-72,38.903445820000002,-104.705127680000004,25.000000000000000,226.6,60.7,same_feeder_ambiguous
1001049,219,218,310,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,11240 BELVIDERE AVE,GN MTN FLS,38.937138400000002,-105.029143860000005,12GM-4,-105.029143860000005,38.937138400000002,38.937139,-105.029148,0.4,False,OH49048,12GM-4,OH Transformer Bank,,38.936133169999998,-105.025478370000002,25.000000000000000,OH49399,12GM-4,OH Transformer Bank,,38.936886389999998,-105.026092719999994,15.000000000000000,336.2,265.4,same_feeder_ambiguous
1001462,19819,19823,422,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,10265 MOUNTAIN RD,CASCADE,38.928800600000002,-105.009252239999995,12GM-4,-105.009252239999995,38.928800600000002,38.92801,-105.00917,88.2,False,OH50172,12GM-4,OH Transformer Bank,,38.928544389999999,-105.009654729999994,25.000000000000000,OH50169,12GM-4,OH Transformer Bank,,38.927725940000002,-105.010162730000005,37.500000000000000,45.0,143.1,same_feeder_ambiguous
1001282,279,19794,427,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,11015 IONA AVE,GN MTN FLS,38.934584899999997,-105.022664509999998,12GM-4,-105.022664509999998,38.934584899999997,38.934865,-105.022778,32.7,False,OH48991,12GM-4,OH Transformer Bank,,38.934240979999998,-105.021417549999995,25.000000000000000,OH49054,12GM-4,OH Transformer Bank,,38.935240770000000,-105.022151080000000,25.000000000000000,114.4,85.4,same_feeder_ambiguous
1001748,227,212,657,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,10940 BELVIDERE AVE,GN MTN FLS,38.937123260000000,-105.022061949999994,12GM-4,-105.022061949999994,38.937123260000000,38.936911,-105.022129,24.3,False,OH49068,12GM-4,OH Transformer Bank,,38.936961740000001,-105.020925370000000,50.000000000000000,OH49183,12GM-4,OH Transformer Bank,,38.937372910000001,-105.021469670000002,50.000000000000000,99.9,58.3,same_feeder_ambiguous
1007358,10404,10453,1075,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4961 ARDLEY DR,COLO SPGS,38.901879530000002,-104.712229730000004,12ST-21,-104.712229730000004,38.901879530000002,38.901931,-104.712269,6.7,False,PD15214,12ST-21,UG Transformer Bank,RSHR-251,38.902138090000001,-104.711951200000001,25.000000000000000,PD14668,12ST-21,UG Transformer Bank,RSHR-217,38.901527199999997,-104.712598119999996,25.000000000000000,37.5,50.5,same_feeder_ambiguous
1003609,19710,19711,1259,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,8160 PIUTE RD LOT A160,COLO SPGS,38.712888839999998,-104.825584000000006,12JL-1,-104.825584000000006,38.712888839999998,38.712927,-104.825594,4.3,False,UG21042,12JL-1,UG Transformer Bank,MLM-24,38.712922440000000,-104.825298689999997,25.000000000000000,UG21043,12JL-1,UG Transformer Bank,MLM-25,38.712655179999999,-104.825754950000004,15.000000000000000,25.0,29.9,same_feeder_ambiguous
1003823,19686,19689,1278,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,8160 PIUTE RD LOT A91,COLO SPGS,38.714321830000003,-104.828759090000005,12JL-1,-104.828759090000005,38.714321830000003,38.714411,-104.828597,17.2,False,UG20994,12JL-1,UG Transformer Bank,MLM-9,38.714673480000002,-104.828461419999996,25.000000000000000,UG20995,12JL-1,UG Transformer Bank,MLM-10,38.714597410000003,-104.829048029999996,15.000000000000000,46.9,39.6,same_feeder_ambiguous
1003710,19711,27471,1294,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,8160 PIUTE RD LOT A155,COLO SPGS,38.712648100000003,-104.826063849999997,12JL-1,-104.826063849999997,38.712648100000003,38.712684,-104.826054,4.1,False,UG21043,12JL-1,UG Transformer Bank,MLM-25,38.712655179999999,-104.825754950000004,15.000000000000000,UG21045,12JL-1,UG Transformer Bank,MLM-26,38.712656469999999,-104.826355960000001,15.000000000000000,26.8,25.4,same_feeder_ambiguous
1119488,25509,13678,1512,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,370 VIA LINDA VISTA,MANITOU,38.863856790000000,-104.888093440000006,13FV-1,-104.888093440000006,38.863856790000000,38.863856,-104.888093,0.1,False,UG20352,13FV-1,UG Transformer Bank,RGGE-12,38.863397040000002,-104.888035470000005,15.000000000000000,UG21025,13FV-1,UG Transformer Bank,RGGE-13,38.863719730000000,-104.887581139999995,25.000000000000000,51.4,46.9,same_feeder_ambiguous
1004420,133432,133434,1565,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,8696 ECKBERG HTS,COLO SPGS,38.956002320000003,-104.723446240000001,12BG-23,-104.723446240000001,38.956002320000003,38.956434,-104.723489,48.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1128761,131184,131185,3091,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"4763 FALCONS HOOD PT, SPKG",COLO SPGS,38.900323120000003,-104.689430759999993,12ST-3,-104.689430759999993,38.900323120000003,38.900323,-104.68943,0.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1013029,3933,3916,4197,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"1430 E FOUNTAIN BLVD, HSEMTR",COLO SPGS,38.821518949999998,-104.798713390000003,12SF-15,-104.798713390000003,38.821518949999998,38.821545,-104.798645,6.6,False,OH17372,12SF-15,OH Transformer Bank,,38.821411230000002,-104.799133519999998,50.000000000000000,OH22273,12SF-15,OH Transformer Bank,,38.821712230000003,-104.798994899999997,50.000000000000000,38.3,32.5,same_feeder_ambiguous
1023961,24382,10715,4935,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4617 CHICORY CT,COLO SPGS,38.899000510000000,-104.729126030000003,12AP-2,-104.729126030000003,38.899000510000000,38.899035,-104.729116,3.9,False,UG9914,12AP-2,UG Transformer Bank,RRIS-53,38.898471919999999,-104.729084639999996,25.000000000000000,UG9913,12AP-2,UG Transformer Bank,RRIS-52,38.899110280000002,-104.728741929999998,25.000000000000000,58.9,35.4,same_feeder_ambiguous
1027256,9059,23496,5440,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4905 TETON PL,COLO SPGS,38.918743530000000,-104.739529529999999,12AP-3,-104.739529529999999,38.918743530000000,38.91876,-104.739532,1.8,False,PD8992,12AP-3,UG Transformer Bank,RDR-30,38.918885230000001,-104.739686899999995,25.000000000000000,PD8993,12AP-3,UG Transformer Bank,RDR-32,38.918848879999999,-104.738716170000004,25.000000000000000,20.8,71.3,same_feeder_ambiguous
1020592,9287,9241,5532,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,5890 DRIFTER ST,COLO SPGS,38.916491049999998,-104.738116340000005,12AP-3,-104.738116340000005,38.916491049999998,38.916533,-104.738035,8.4,False,PD10698,12AP-3,UG Transformer Bank,RDR-61,38.916151290000002,-104.737830500000001,25.000000000000000,PD10902,12AP-3,UG Transformer Bank,RDR-51,38.917026280000002,-104.737819860000002,25.000000000000000,45.2,64.8,same_feeder_ambiguous
1046155,24406,24411,6387,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4660 EXCALIBUR CT,COLO SPGS,38.897765530000001,-104.736820859999995,12AP-2,-104.736820859999995,38.897765530000001,38.897765,-104.736821,0.1,False,PD4681,12AP-2,UG Transformer Bank,RCP-11,38.897948069999998,-104.736968849999997,25.000000000000000,PD4682,12AP-2,UG Transformer Bank,RCP-12,38.897787610000002,-104.736969799999997,25.000000000000000,24.0,13.1,same_feeder_ambiguous
1035239,6028,22111,9751,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4652 KASHMIRE DR,COLO SPGS,38.962801010000000,-104.741662099999999,13BG-4,-104.741662099999999,38.962801010000000,38.962785,-104.741577,7.6,False,PD11701,13BG-4,UG Transformer Bank,RGV-187,38.962526480000001,-104.741480929999994,25.000000000000000,PD11775,13BG-4,UG Transformer Bank,RGV-188,38.963000420000000,-104.741077550000000,15.000000000000000,34.3,55.2,same_feeder_ambiguous
1042508,343708,343709,11021,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,6023 JORIE RD,COLO SPGS,38.917700000000004,-104.681703270000000,12ST-2,-104.681703270000000,38.917700000000004,38.9177,-104.681703,0.0,False,,,,,,,,,,,,,,,,,unknown_feeder
1136930,181763,171839,13905,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,7103 MOUNTAIN SPRUCE DR,COLO SPGS,38.935777649999999,-104.680172549999995,12ST-22,-104.680172549999995,38.935777649999999,38.935777,-104.680172,0.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1115807,13608,13637,14364,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,2215 BULA DR,COLO SPGS,38.864181570000000,-104.724806889999996,12PR-1,-104.724806889999996,38.864181570000000,38.864218,-104.724807,4.1,False,PD3993,12PR-1,UG Transformer Bank,RHC-28,38.864685760000000,-104.724958290000004,25.000000000000000,UG8637,12PR-1,UG Transformer Bank,RHC-29,38.863957139999997,-104.724855259999998,25.000000000000000,57.6,25.3,same_feeder_ambiguous
1308018,8274,8236,14674,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,762 GREY EAGLE CIR S,COLO SPGS,38.927315559999997,-104.841844640000005,12WN-22,-104.841844640000005,38.927315559999997,38.927346,-104.841841,3.4,False,UG2157,12WN-22,UG Transformer Bank,RCOM-94,38.927062829999997,-104.842330640000000,25.000000000000000,UG2158,12WN-22,UG Transformer Bank,RCOM-78,38.927308529999998,-104.841635109999999,15.000000000000000,50.6,18.1,same_feeder_ambiguous
1082395,33247,33246,14861,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"307 ELLERS GRV, GARAGES",COLO SPGS,38.827184959999997,-104.734355640000004,13PV-4,-104.734355640000004,38.827184959999997,38.82723,-104.734225,12.4,False,,,,,,,,,,,,,,,,,unknown_feeder
1066736,247045,247043,16029,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,2139 BENT CREEK DR,COLO SPGS,39.024901030000002,-104.788653299999993,12FH-12,-104.788653299999993,39.024901030000002,39.024901,-104.788653,0.0,False,,,,,,,,,,,,,,,,,unknown_feeder
1067749,39337,39335,16378,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"10294 PONDEROSA PINE WAY, SPKG",COLO SPGS,38.981071110000002,-104.761291110000002,12KC-44,-104.761291110000002,38.981071110000002,38.981524,-104.762082,84.9,False,,,,,,,,,,,,,,,,,unknown_feeder
1127174,39015,39011,16547,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"3204 SILVER PINE TRL, SPKG",COLO SPGS,38.981585250000002,-104.768690379999995,12KC-44,-104.768690379999995,38.981585250000002,38.981999,-104.768544,47.7,False,,,,,,,,,,,,,,,,,unknown_feeder
1075750,27361,27352,18603,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,5120 ALMONT AVE,COLO SPGS,38.762105280000000,-104.732268210000001,12BY-34,-104.732268210000001,38.762105280000000,38.762143,-104.732278,4.3,False,PD7884,12BY-34,UG Transformer Bank,RPRR-38,38.761736149999997,-104.732042140000004,25.000000000000000,PD7885,12BY-34,UG Transformer Bank,RPRR-29,38.762127030000002,-104.732461619999995,25.000000000000000,45.5,16.9,same_feeder_ambiguous
1090029,14083,14023,19600,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,1640 HIAWATHA DR,COLO SPGS,38.855725319999998,-104.709604459999994,12CL-13,-104.709604459999994,38.855725319999998,38.85576,-104.709615,4.0,False,UG5248,12CL-13,UG Transformer Bank,RW-4,38.855261380000002,-104.709971920000001,15.000000000000000,UG5241,12CL-13,UG Transformer Bank,RW-23,38.856373810000001,-104.709760230000001,15.000000000000000,60.6,73.4,same_feeder_ambiguous
1081528,13984,13998,20101,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,6361 PALMER PARK BLVD,COLO SPGS,38.857261500000000,-104.709527879999996,12CL-13,-104.709527879999996,38.857261500000000,38.857292,-104.709523,3.4,False,UG5239,12CL-13,UG Transformer Bank,RW-25,38.857064659999999,-104.709080909999997,15.000000000000000,UG5240,12CL-13,UG Transformer Bank,RW-24,38.856837409999997,-104.709779789999999,25.000000000000000,44.5,52.0,same_feeder_ambiguous
1081778,15751,15742,20189,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,5150 AIRPORT RD LOT D159,COLO SPGS,38.827672309999997,-104.732025089999993,13PV-4,-104.732025089999993,38.827672309999997,38.827673,-104.732082,4.9,False,UG12454,13PV-4,UG Transformer Bank,MGA-22,38.827455460000003,-104.731775049999996,25.000000000000000,UG12700,13PV-4,UG Transformer Bank,MGA-33,38.827627980000003,-104.732546090000000,25.000000000000000,32.4,45.4,same_feeder_ambiguous
1108667,17494,26746,21392,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,2545 CARMEL DR,COLO SPGS,38.795850819999998,-104.775125459999998,13HK-1,-104.775125459999998,38.795850819999998,38.795703,-104.775026,18.6,False,PD10378,13HK-1,UG Transformer Bank,CSIP-139,38.795616789999997,-104.774236329999994,25.000000000000000,PD6953,13HK-1,UG Transformer Bank,CSIP-96,38.796263680000003,-104.774622140000005,75.000000000000000,81.3,63.3,same_feeder_ambiguous
1089823,14148,14083,21616,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,1570 HIAWATHA DR,COLO SPGS,38.854909859999999,-104.710189400000004,12CL-13,-104.710189400000004,38.854909859999999,38.854949,-104.71016,5.0,False,UG5249,12CL-13,UG Transformer Bank,RW-1,38.854130970000000,-104.710512080000001,25.000000000000000,UG5248,12CL-13,UG Transformer Bank,RW-4,38.855261380000002,-104.709971920000001,15.000000000000000,91.0,43.4,same_feeder_ambiguous
1116403,13110,13173,21845,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,5085 ESCAPARDO WAY,COLO SPGS,38.872468769999998,-104.733295440000006,12PR-2,-104.733295440000006,38.872468769999998,38.872499,-104.733288,3.4,False,UG11569,12PR-2,UG Transformer Bank,RVL-27,38.872725500000001,-104.732537919999999,25.000000000000000,UG11568,12PR-2,UG Transformer Bank,RVL-31,38.871928590000003,-104.733627650000003,25.000000000000000,71.5,66.6,same_feeder_ambiguous
1113711,14078,14070,21970,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,1545 KENLAND CT,COLO SPGS,38.855262639999999,-104.730065470000000,13RI-11,-104.730065470000000,38.855262639999999,38.855308,-104.73006,5.1,False,UG4770,13RI-11,UG Transformer Bank,RKN-1,38.855239859999998,-104.729746550000002,25.000000000000000,PD14566,13RI-11,UG Transformer Bank,RKN-2,38.855551400000003,-104.729898579999997,15.000000000000000,27.7,35.2,same_feeder_ambiguous
1186188,19319,19353,22433,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4650 BRADFORD HTS,COLO SPGS,38.765174270000003,-104.835416409999993,13SR-1,-104.835416409999993,38.765174270000003,38.765199,-104.83542,2.8,False,PD11742,13SR-1,UG Transformer Bank,RPEN-20,38.765444500000001,-104.834351420000004,75.000000000000000,PD12331,13SR-1,UG Transformer Bank,RPEN-21,38.764642299999998,-104.835945980000005,50.000000000000000,97.1,74.9,same_feeder_ambiguous
1186058,19397,19395,22436,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4695 STONE MANOR HTS,COLO SPGS,38.763537100000001,-104.838627500000001,12JL-2,-104.838627500000001,38.763537100000001,38.763709,-104.83856,20.0,False,PD13896,12JL-2,UG Transformer Bank,RBRR-27,38.763167350000003,-104.838945190000004,50.000000000000000,PD13896,12JL-2,UG Transformer Bank,RBRR-27,38.763167350000003,-104.838945190000004,50.000000000000000,49.5,49.5,same_feeder_ambiguous
1093870,18361,18332,23082,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"3820 PATRICK DR, HSEMTR",COLO SPGS,38.782249120000003,-104.756083419999996,13KE-73,-104.756083419999996,38.782249120000003,38.782536,-104.755808,39.8,False,PD7440,13KE-73,UG Transformer Bank,CHC-9,38.782225210000000,-104.756009870000000,100.000000000000000,PD7441,13KE-73,UG Transformer Bank,CHC-7,38.782669239999997,-104.755706880000005,100.000000000000000,6.9,57.0,same_feeder_ambiguous
1111762,18290,18234,23172,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4060 COLONY HILLS CIR,COLO SPGS,38.783416119999998,-104.752195689999994,13KE-73,-104.752195689999994,38.783416119999998,38.783453,-104.752201,4.1,False,UG14570,13KE-73,UG Transformer Bank,RCHS-17,38.783222799999997,-104.751858290000001,15.000000000000000,UG14571,13KE-73,UG Transformer Bank,RCHS-16,38.783833899999998,-104.752168949999998,25.000000000000000,36.3,46.5,same_feeder_ambiguous
1095805,2409,20549,23638,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,339 PLAINVIEW PL,MANITOU,38.854248949999999,-104.901718459999998,12HY-1,-104.901718459999998,38.854248949999999,38.854248,-104.901718,0.1,False,OH42237,12HY-1,OH Transformer Bank,,38.853801030000000,-104.902026129999996,15.000000000000000,OH42230,12HY-1,OH Transformer Bank,,38.854647139999997,-104.901385480000002,37.500000000000000,56.5,52.8,same_feeder_ambiguous
1189729,4391,4411,24229,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,17 W RAMONA AVE,COLO SPGS,38.809490550000000,-104.828567210000003,12SP-35,-104.828567210000003,38.809490550000000,38.809524,-104.828569,3.7,False,,,,,,,,OH28586,12SP-35,OH Transformer Bank,,38.809104630000000,-104.828807010000006,15.000000000000000,,47.7,unknown_feeder
1154796,26696,17225,24551,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,3655 EL MORRO RD LOT 154,COLO SPGS,38.799635100000003,-104.762274509999997,13KE-63,-104.762274509999997,38.799635100000003,38.799652,-104.762266,2.0,False,UG14622,13KE-63,UG Transformer Bank,MPPV-19,38.797086409999999,-104.761037320000000,25.000000000000000,UG13399,13KE-63,UG Transformer Bank,MPPV-28,38.799497170000002,-104.762578149999996,15.000000000000000,303.0,30.5,same_feeder_ambiguous
1276496,13930,13965,24881,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,309 ROCKLEDGE LN,MANITOU,38.858670349999997,-104.899798570000002,13FV-1,-104.899798570000002,38.858670349999997,38.858707,-104.899818,4.4,False,UG20717,13FV-1,UG Transformer Bank,RRL-4,38.859172469999997,-104.900035610000003,25.000000000000000,UG20715,13FV-1,UG Transformer Bank,RRL-1,38.858506480000003,-104.899423209999995,25.000000000000000,59.5,37.3,same_feeder_ambiguous
1103078,26662,26670,25304,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,3655 EL MORRO RD LOT 8,COLO SPGS,38.800863710000002,-104.761339820000003,13KE-63,-104.761339820000003,38.800863710000002,38.800825,-104.761241,9.6,False,UG13391,13KE-63,UG Transformer Bank,MPPV-1,38.800982589999997,-104.761518170000002,15.000000000000000,UG14622,13KE-63,UG Transformer Bank,MPPV-19,38.797086409999999,-104.761037320000000,25.000000000000000,20.3,420.8,same_feeder_ambiguous
1106452,26696,17239,25306,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,3655 EL MORRO RD LOT 45,COLO SPGS,38.799244270000003,-104.762195230000003,13KE-63,-104.762195230000003,38.799244270000003,38.799179,-104.762069,13.1,False,UG14622,13KE-63,UG Transformer Bank,MPPV-19,38.797086409999999,-104.761037320000000,25.000000000000000,UG13395,13KE-63,UG Transformer Bank,MPPV-8,38.799710130000001,-104.761559430000005,15.000000000000000,260.1,75.6,same_feeder_ambiguous
1110681,16993,245115,25341,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,1970 SARATOGA DR,COLO SPGS,38.803845719999998,-104.775934780000000,13KE-72,-104.775934780000000,38.803845719999998,38.803839,-104.77591,2.3,False,UG10451,13KE-72,UG Transformer Bank,RPPP-35,38.803909670000003,-104.776403830000007,15.000000000000000,UG10452,13KE-72,UG Transformer Bank,RPPP-32,38.803625029999999,-104.776619600000004,15.000000000000000,41.3,64.2,same_feeder_ambiguous
1135863,40931,5041,26653,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,"3963 S US HIGHWAY 85-87, TRF SG",COLO SPGS,38.777201789999999,-104.772322389999999,12BY-33,-104.772322389999999,38.777201789999999,38.777476,-104.770663,147.0,True,,,,,,,,OH17966,12BY-33,OH Transformer Bank,,38.777379019999998,-104.771571699999996,25.000000000000000,,68.0,unknown_feeder
1116996,13128,13105,26746,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,5413 ALTEZA DR,COLO SPGS,38.872685650000001,-104.727835450000001,12PR-2,-104.727835450000001,38.872685650000001,38.872762,-104.727867,8.9,False,UG11180,12PR-2,UG Transformer Bank,RVL-118,38.872792279999999,-104.727375210000005,25.000000000000000,UG11180,12PR-2,UG Transformer Bank,RVL-118,38.872792279999999,-104.727375210000005,25.000000000000000,41.6,41.6,same_feeder_ambiguous
1112395,18183,18181,27373,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,3280 S ACADEMY BLVD LOT 255,COLO SPGS,38.784756700000003,-104.760480700000002,13KE-73,-104.760480700000002,38.784756700000003,38.784795,-104.76048,4.3,False,UG13796,13KE-73,UG Transformer Bank,MLL-21,38.784568129999997,-104.760272279999995,25.000000000000000,UG14956,13KE-73,UG Transformer Bank,MLL-29,38.786411489999999,-104.758823000000007,15.000000000000000,27.7,233.5,same_feeder_ambiguous
1112927,12969,13008,27545,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4840 SANTIAGO WAY,COLO SPGS,38.873872939999998,-104.738429670000002,12PR-2,-104.738429670000002,38.873872939999998,38.873914,-104.738429,4.6,False,UG8455,12PR-2,UG Transformer Bank,RVL-48,38.874288450000002,-104.738506079999993,15.000000000000000,UG8895,12PR-2,UG Transformer Bank,RVL-47,38.873782949999999,-104.738506740000005,15.000000000000000,46.7,12.0,same_feeder_ambiguous
1116110,13064,13100,27631,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,2825 INSPIRATION DR,COLO SPGS,38.873056470000002,-104.729981300000006,12PR-2,-104.729981300000006,38.873056470000002,38.873092,-104.72998,4.0,False,UG11557,12PR-2,UG Transformer Bank,RVL-96,38.873155779999998,-104.730184800000004,15.000000000000000,UG11554,12PR-2,UG Transformer Bank,RVL-97,38.872867020000001,-104.729805810000002,15.000000000000000,20.8,26.0,same_feeder_ambiguous
1149716,234557,3194,27667,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,303 ARRAWANNA ST,COLO SPGS,38.836624499999999,-104.771472380000006,12AR-1,-104.771472380000006,38.836624499999999,38.836571,-104.771553,9.2,False,,,,,,,,OH17136,12AR-1,OH Transformer Bank,,38.837544270000002,-104.772488080000002,25.000000000000000,,134.9,unknown_feeder
1113837,18239,18271,27808,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4243 DEERFIELD HILLS RD,COLO SPGS,38.783464129999999,-104.749695740000007,13KE-73,-104.749695740000007,38.783464129999999,38.7835,-104.7497,4.0,False,UG14567,13KE-73,UG Transformer Bank,RDH-17,38.783624609999997,-104.749589729999997,25.000000000000000,UG27991,13KE-73,UG Transformer Bank,RDH-19,38.783360360000003,-104.749518629999997,15.000000000000000,20.1,19.2,same_feeder_ambiguous
1114755,13372,25408,27966,4,4,1,3,0.75,0.5,1.0,3,5,5,1.0,4245 MCPHERSON AVE,COLO SPGS,38.868622180000003,-104.749565270000005,13RI-9,-104.749565270000005,38.868622180000003,38.868662,-104.749591,5.0,False,UG8464,13RI-9,UG Transformer Bank,RMM-17,38.869419630000003,-104.749731949999997,15.000000000000000,UG8465,13RI-9,UG Transformer Bank,RMM-18,38.868914760000003,-104.748963649999993,15.000000000000000,89.8,61.4,same_feeder_ambiguous
