BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,BADGE_ADDRESS,BADGE_CITY,GIS_BADGE_LAT,GIS_BADGE_LON,BADGE_FEEDERID,BADGE_POINT_X,BADGE_POINT_Y,MODEL_BADGE_LAT,MODEL_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M,LATLON_DISCREPANCY,CURRENT_TX_STRUCTNO,CURRENT_TX_FEEDERID,CURRENT_TX_SUBTYPE,CURRENT_TX_VAULTCD,CURRENT_TX_LAT,CURRENT_TX_LON,CURRENT_TX_KVA,RECOMMENDED_TX_STRUCTNO,RECOMMENDED_TX_FEEDERID,RECOMMENDED_TX_SUBTYPE,RECOMMENDED_TX_VAULTCD,RECOMMENDED_TX_LAT,RECOMMENDED_TX_LON,RECOMMENDED_TX_KVA,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,RECOMMENDATION_TYPE
1000616,5581,5579,67,"10410 S STATE HIGHWAY 115, GARAGE",COLO SPGS,38.678867109999999,-104.849457459999996,12JL-1,-104.849457459999996,38.678867109999999,38.678697,-104.84901,43.2,False,OH42109,12JL-1,OH Transformer Bank,,38.678685710000003,-104.849460089999994,10.000000000000000,OH42112,12JL-1,OH Transformer Bank,,38.679518490000000,-104.850558800000002,25.000000000000000,20.2,119.9,same_feeder_ambiguous
1000680,58523,5555,71,"1810 KEETON RANCH RD, GARAGE",COLO SPGS,38.685587169999998,-104.861188900000002,12JL-1,-104.861188900000002,38.685587169999998,38.684263,-104.859205,226.6,True,OH42020,12JL-1,OH Transformer Bank,,38.685716509999999,-104.862391130000006,15.000000000000000,OH42022,12JL-1,OH Transformer Bank,,38.684905049999998,-104.862686550000006,15.000000000000000,105.3,150.5,same_feeder_ambiguous
1000681,5564,5555,71,1835 KEETON RANCH RD,COLO SPGS,38.684693330000002,-104.862807619999998,12JL-1,-104.862807619999998,38.684693330000002,38.683517,-104.859504,315.2,True,OH42022,12JL-1,OH Transformer Bank,,38.684905049999998,-104.862686550000006,15.000000000000000,OH42022,12JL-1,OH Transformer Bank,,38.684905049999998,-104.862686550000006,15.000000000000000,25.8,25.8,same_feeder_ambiguous
1000622,5565,5555,71,"1835 KEETON RANCH RD, SHOWRS",COLO SPGS,38.685068899999997,-104.862161330000006,12JL-1,-104.862161330000006,38.685068899999997,38.68343,-104.858977,331.1,True,OH42019,12JL-1,OH Transformer Bank,,38.685024660000003,-104.861849019999994,10.000000000000000,OH42022,12JL-1,OH Transformer Bank,,38.684905049999998,-104.862686550000006,15.000000000000000,27.6,49.1,same_feeder_ambiguous
1000666,5576,221438,72,10410 S STATE HIGHWAY 115 LOT 19,COLO SPGS,38.679024210000001,-104.849638949999999,12JL-1,-104.849638949999999,38.679024210000001,38.679065,-104.849639,4.5,False,OH42111,12JL-1,OH Transformer Bank,,38.679772180000001,-104.849514009999993,50.000000000000000,OH42111,12JL-1,OH Transformer Bank,,38.679772180000001,-104.849514009999993,50.000000000000000,83.9,83.9,same_feeder_ambiguous
1000685,5580,221438,72,10410 S STATE HIGHWAY 115 LOT 21,COLO SPGS,38.678948060000003,-104.848815270000003,12JL-1,-104.848815270000003,38.678948060000003,38.678821,-104.848833,14.2,False,OH42108,12JL-1,OH Transformer Bank,,38.679100490000003,-104.849251780000003,25.000000000000000,OH42111,12JL-1,OH Transformer Bank,,38.679772180000001,-104.849514009999993,50.000000000000000,41.5,109.9,same_feeder_ambiguous
1005546,21905,21901,88,11575 CALLE CORVO,COLO SPGS,38.661324710000002,-104.865888749999996,12JL-1,-104.865888749999996,38.661324710000002,38.66139,-104.866086,18.6,False,OH40459,12JL-1,OH Transformer Bank,,38.661068839999999,-104.865714720000000,15.000000000000000,,,,,,,,32.2,,unknown_feeder
1000648,153928,21901,88,11545 CALLE CORVO,COLO SPGS,38.662104540000001,-104.865603179999994,12JL-1,-104.865603179999994,38.662104540000001,38.66216,-104.865727,12.4,False,,,,,,,,,,,,,,,,,unknown_feeder
1000649,153929,21901,88,11545 CALLE CORVO,COLO SPGS,38.661788919999999,-104.865053790000005,12JL-1,-104.865053790000005,38.661788919999999,38.66216,-104.865727,71.5,False,,,,,,,,,,,,,,,,,unknown_feeder
1000679,5563,5569,90,10510 KEETON RANCH RD,COLO SPGS,38.685769129999997,-104.862799839999994,12JL-1,-104.862799839999994,38.685769129999997,38.681967,-104.852982,951.3,True,,,,,,,,OH42005,12JL-1,OH Transformer Bank,,38.681531180000000,-104.852402459999993,10.000000000000000,,1018.1,unknown_feeder
1000655,5573,5569,90,"10475 S STATE HIGHWAY 115, MTR 1",COLO SPGS,38.680978680000003,-104.853480550000000,12JL-1,-104.853480550000000,38.680978680000003,38.681022,-104.853484,4.8,False,OH42007,12JL-1,OH Transformer Bank,,38.681032209999998,-104.853866909999994,15.000000000000000,OH42005,12JL-1,OH Transformer Bank,,38.681531180000000,-104.852402459999993,10.000000000000000,34.1,111.9,same_feeder_ambiguous
1000657,5573,5569,90,"10475 S STATE HIGHWAY 115, MTR 2",COLO SPGS,38.680981660000000,-104.853521590000000,12JL-1,-104.853521590000000,38.680981660000000,38.681022,-104.853484,5.5,False,OH42007,12JL-1,OH Transformer Bank,,38.681032209999998,-104.853866909999994,15.000000000000000,OH42005,12JL-1,OH Transformer Bank,,38.681531180000000,-104.852402459999993,10.000000000000000,30.5,114.8,same_feeder_ambiguous
1000658,5570,5569,90,"10495 KEETON RANCH RD, REC VEHICLE OUTLET",COLO SPGS,38.681655120000002,-104.855472570000003,12JL-1,-104.855472570000003,38.681655120000002,38.680768,-104.852915,242.9,True,,,,,,,,OH42005,12JL-1,OH Transformer Bank,,38.681531180000000,-104.852402459999993,10.000000000000000,,266.8,unknown_feeder
1000661,5558,453995,92,1125 GLENROCK DR,COLO SPGS,38.686827219999998,-104.847940769999994,12JL-1,-104.847940769999994,38.686827219999998,38.686872,-104.847918,5.4,False,OH42423,12JL-1,OH Transformer Bank,,38.686847710000002,-104.848288580000002,25.000000000000000,OH42423,12JL-1,OH Transformer Bank,,38.686847710000002,-104.848288580000002,25.000000000000000,30.3,30.3,same_feeder_ambiguous
1119008,535973,535975,98,8185 COTTONWOOD WAY LOOP,COLO SPGS,38.947021950000000,-104.715359019999994,12BG-22,-104.715359019999994,38.947021950000000,38.946994,-104.715359,3.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1097174,535976,535975,98,7841 RUSTIC TRAIL LOOP,COLO SPGS,38.945498409999999,-104.715685199999996,12BG-22,-104.715685199999996,38.945498409999999,38.945497,-104.715687,0.2,False,,,,,,,,,,,,,,,,,unknown_feeder
1000672,535963,535975,98,8128 COTTONWOOD WAY LOOP,COLO SPGS,38.947846130000002,-104.715588280000006,12BG-22,-104.715588280000006,38.947846130000002,38.947846,-104.715588,0.0,False,,,,,,,,,,,,,,,,,unknown_feeder
1300849,535973,535975,98,8181 COTTONWOOD WAY LOOP,COLO SPGS,38.947075329999997,-104.715357200000000,12BG-22,-104.715357200000000,38.947075329999997,38.947047,-104.715357,3.2,False,,,,,,,,,,,,,,,,,unknown_feeder
1021172,535973,535975,98,8189 COTTONWOOD WAY LOOP,COLO SPGS,38.946966650000000,-104.715358409999993,12BG-22,-104.715358409999993,38.946966650000000,38.946939,-104.715358,3.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1197071,535976,535975,98,7833 RUSTIC TRAIL LOOP,COLO SPGS,38.945384859999997,-104.715691739999997,12BG-22,-104.715691739999997,38.945384859999997,38.945384,-104.715691,0.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1233024,,535975,98,7813 RUSTIC TRAIL LOOP,COLO SPGS,38.945111550000000,-104.715684280000005,12BG-22,-104.715684280000005,38.945111550000000,38.945104,-104.71569,1.0,False,,,,,,,,,,,,,,,,,new_assignment
1097149,535976,535975,98,7829 RUSTIC TRAIL LOOP,COLO SPGS,38.945328560000000,-104.715700499999997,12BG-22,-104.715700499999997,38.945328560000000,38.945327,-104.715693,0.7,False,,,,,,,,,,,,,,,,,unknown_feeder
1097127,535977,535975,98,7804 RUSTIC TRAIL LOOP,COLO SPGS,38.944987609999998,-104.716109919999994,12BG-22,-104.716109919999994,38.944987609999998,38.94499,-104.716111,0.3,False,,,,,,,,,,,,,,,,,unknown_feeder
1232972,,535975,98,7825 RUSTIC TRAIL LOOP,COLO SPGS,38.945269900000000,-104.715695960000005,12BG-22,-104.715695960000005,38.945269900000000,38.945271,-104.715691,0.4,False,,,,,,,,,,,,,,,,,new_assignment
1119294,535973,535975,98,8177 COTTONWOOD WAY LOOP,COLO SPGS,38.947132529999998,-104.715356569999997,12BG-22,-104.715356569999997,38.947132529999998,38.947105,-104.715356,3.1,False,,,,,,,,,,,,,,,,,unknown_feeder
